geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
31170,-19.89186426,-43.92477432,belo horizonte,MG
31170,-19.89243668,-43.92768638,belo horizonte,MG
31110,-19.90095594,-43.94729389,belo horizonte,MG
31160,-19.88427653,-43.93369977,belo horizonte,MG
31170,-19.88958038,-43.92601854,belo horizonte,MG
31110,-19.91240446,-43.93427366,belo horizonte,MG
31170,-19.89267375,-43.92457772,belo horizonte,MG
31170,-19.88614129,-43.91941858,belo horizonte,MG
31140,-19.89168436,-43.92944115,belo horizonte,MG
31170,-19.89214657,-43.92661505,belo horizonte,MG
31170,-19.87973889,-43.91849878,belo horizonte,MG
31110,-19.9095395,-43.9350705,belo horizonte,MG
31170,-19.89067057,-43.92644405,belo horizonte,MG
31155,-19.87388826,-43.94382685,belo horizonte,MG
31160,-19.87657888,-43.93127252,belo horizonte,MG
31160,-19.87657888,-43.93127252,belo horizonte,MG
31110,-19.90273129,-43.94042543,belo horizonte,MG
31155,-19.86896315,-43.93558707,belo horizonte,MG
31160,-19.87786587,-43.93043228,belo horizonte,MG
31170,-19.88658628,-43.9201567,belo horizonte,MG
31110,-19.90588517,-43.93288224,belo horizonte,MG
31130,-19.89553713,-43.93966144,belo horizonte,MG
31155,-19.87487512,-43.93863889,belo horizonte,MG
31170,-19.89006341,-43.92407538,belo horizonte,MG
31170,-19.88309842,-43.91948282,belo horizonte,MG
31170,-19.89008203,-43.92876234,belo horizonte,MG
31160,-19.87765085,-43.93067528,belo horizonte,MG
31155,-19.87535884,-43.93800307,belo horizonte,MG
31160,-19.88330024,-43.93014003,belo horizonte,MG
31170,-19.8845939,-43.92766374,belo horizonte,MG
31170,-19.88914472,-43.92823081,belo horizonte,MG
31170,-19.88712479,-43.9274287,belo horizonte,MG
31155,-19.8734001,-43.93255918,belo horizonte,MG
31110,-19.90734323,-43.93225189,belo horizonte,MG
31155,-19.87272177,-43.93972835,belo horizonte,MG
31130,-19.8875887,-43.94366895,belo horizonte,MG
31140,-19.89951514,-43.9319969,belo horizonte,MG
31130,-19.89510263,-43.94144104,belo horizonte,MG
31110,-19.90431477,-43.93469987,belo horizonte,MG
31160,-19.87942406,-43.92870874,belo horizonte,MG
31110,-19.91305259,-43.93282227,belo horizonte,MG
31110,-19.9087541,-43.93236276,belo horizonte,MG
31110,-19.90267535,-43.94052677,belo horizonte,MG
31130,-19.89585524,-43.94677951,belo horizonte,MG
31170,-19.88173662,-43.91627821,belo horizonte,MG
31155,-19.86845285,-43.93132805,belo horizonte,MG
31170,-19.88146641,-43.91774254,belo horizonte,MG
31110,-19.9090331,-43.9368667,belo horizonte,MG
31110,-19.8988374,-43.93947896,belo horizonte,MG
31170,-19.884114,-43.91889274,belo horizonte,MG
31160,-19.87773645,-43.9324628,belo horizonte,MG
31140,-19.89403762,-43.93091641,belo horizonte,MG
31130,-19.89294504,-43.94159246,belo horizonte,MG
31170,-19.87760542,-43.92286384,belo horizonte,MG
31110,-19.9033332,-43.93800358,belo horizonte,MG
31170,-19.89137561,-43.92329473,belo horizonte,MG
31160,-19.86937593,-43.92980142,belo horizonte,MG
31155,-19.87101827,-43.93950611,belo horizonte,MG
31150,-19.88059344,-43.94158272,belo horizonte,MG
31110,-19.90840829,-43.93760676,belo horizonte,MG
31110,-19.90095594,-43.94729389,belo horizonte,MG
31170,-19.89003323,-43.92154565,belo horizonte,MG
31130,-19.89017864,-43.94827563,belo horizonte,MG
31160,-19.87651898,-43.93479039,belo horizonte,MG
31170,-19.88530113,-43.92412928,belo horizonte,MG
31150,-19.87852407,-43.94965521,belo horizonte,MG
31170,-19.88547422,-43.91910759,belo horizonte,MG
31140,-19.89370539,-43.92765987,belo horizonte,MG
31160,-19.87773645,-43.9324628,belo horizonte,MG
31130,-19.89436346,-43.94635243,belo horizonte,MG
31150,-19.88551649,-43.9454608,belo horizonte,MG
31140,-19.89064239,-43.9297122,belo horizonte,MG
31130,-19.89370763,-43.94244004,belo horizonte,MG
31160,-19.882264,-43.92926538,belo horizonte,MG
31160,-19.88241745,-43.92830452,belo horizonte,MG
31170,-19.89079541,-43.92039535,belo horizonte,MG
31150,-19.88179387,-43.94096881,belo horizonte,MG
31110,-19.89988818,-43.93722118,belo horizonte,MG
31110,-19.90293431,-43.93283264,belo horizonte,MG
31170,-19.88388728,-43.92255094,belo horizonte,MG
31110,-19.91025947,-43.93559225,belo horizonte,MG
31160,-19.8810314,-43.92834362,belo horizonte,MG
31150,-19.88077339,-43.95047758,belo horizonte,MG
31170,-19.88949938,-43.92226554,belo horizonte,MG
31170,-19.88831958,-43.92165762,belo horizonte,MG
31110,-19.9075428,-43.94015881,belo horizonte,MG
31130,-19.89537361,-43.93854729,belo horizonte,MG
31140,-19.89340816,-43.92891119,belo horizonte,MG
31130,-19.89105012,-43.94762503,belo horizonte,MG
31155,-19.87289406,-43.94579525,belo horizonte,MG
31130,-19.89457494,-43.94823831,belo horizonte,MG
31160,-19.88342482,-43.93564962,belo horizonte,MG
31140,-19.88987835,-43.93071627,belo horizonte,MG
31160,-19.87914135,-43.9340127,belo horizonte,MG
31140,-19.88811707,-43.9314417,belo horizonte,MG
31110,-19.90582262,-43.93351436,belo horizonte,MG
31170,-19.88659949,-43.9282493,belo horizonte,MG
31110,-19.90812659,-43.93360181,belo horizonte,MG
31160,-19.87100426,-43.92909585,belo horizonte,MG
31155,-19.87249884,-43.94717655,belo horizonte,MG
31140,-19.90049597,-43.93243684,belo horizonte,MG
31170,-19.88529712,-43.92227108,belo horizonte,MG
46790,-12.97826165,-40.97216753,itaete,BA
46760,-13.40887309,-41.28340478,ibicoara,BA
46820,-11.97235583,-41.26406952,bonito,BA
46820,-11.96527346,-41.26598803,bonito,BA
46800,-12.28643895,-40.50143616,ruy barbosa,BA
46835,-12.81607272,-41.06980168,nova redencao,BA
46820,-11.96861204,-41.26562644,bonito,BA
46880,-12.5210983,-40.30992529,itaberaba,BA
46860,-12.76873709,-40.21564152,iacu,BA
46805,-12.13958444,-40.36117157,macajuba,BA
46880,-12.52328937,-40.31062543,itaberaba,BA
46850,-12.66195601,-40.60565072,boa vista do tupim,BA
46850,-12.66195601,-40.60565072,boa vista do tupim,BA
46820,-11.9676777,-41.2644326,bonito,BA
46880,-12.53535486,-40.30978409,itaberaba,BA
46860,-12.76713772,-40.21198835,iacu,BA
46810,-12.08280063,-41.09455635,utinga,BA
46835,-12.81519412,-41.07173721,nova redencao,BA
46880,-12.5210983,-40.30992529,itaberaba,BA
46800,-12.28487888,-40.49604982,ruy barbosa,BA
46805,-12.14031256,-40.36147264,macajuba,BA
46800,-12.28428944,-40.49396673,ruy barbosa,BA
46810,-12.08191432,-41.09434866,utinga,BA
46800,-12.28435512,-40.4952186,ruy barbosa,BA
46860,-12.7706063,-40.21404363,iacu,BA
46880,-12.53346156,-40.30149582,itaberaba,BA
46860,-12.77367812,-40.20745509,iacu,BA
46880,-12.5246648,-40.31076577,itaberaba,BA
46875,-12.70802743,-39.69774092,itatim,BA
46800,-12.28618431,-40.49773189,ruy barbosa,BA
46810,-12.08754052,-41.10476494,utinga,BA
46880,-12.5152568,-40.30774246,itaberaba,BA
46880,-12.52858062,-40.31473111,itaberaba,BA
46880,-12.52122229,-40.30017529,itaberaba,BA
46850,-12.4503686,-40.62361474,boa vista do tupim,BA
46880,-12.53683535,-40.30677042,itaberaba,BA
46880,-12.5250385,-40.30375009,itaberaba,BA
46880,-12.51971172,-40.30468914,itaberaba,BA
46880,-12.51827238,-40.31095681,itaberaba,BA
46880,-12.52587324,-40.29264928,itaberaba,BA
46875,-12.70957614,-39.69700891,itatim,BA
46850,-12.65967307,-40.60445462,boa vista do tupim,BA
46880,-12.5217965,-40.29820809,itaberaba,BA
46880,-12.46314058,-40.56524308,itaberaba,BA
46800,-12.235224,-40.5984725,ruy barbosa,BA
46805,-12.14354584,-40.36399969,macajuba,BA
46860,-12.77057373,-40.21405656,iacu,BA
46800,-12.27709199,-40.49079782,ruy barbosa,BA
46880,-12.52587231,-40.31313979,itaberaba,BA
46880,-12.53759745,-40.30063372,itaberaba,BA
46880,-12.51807302,-40.30500701,itaberaba,BA
46820,-11.96919504,-41.26783045,bonito,BA
46800,-12.28394079,-40.50071446,ruy barbosa,BA
46880,-12.53590212,-40.29958837,itaberaba,BA
46800,-12.28413584,-40.49376916,ruy barbosa,BA
46860,-12.76695924,-40.21410711,iacu,BA
46800,-12.28100298,-40.49531383,ruy barbosa,BA
46835,-12.81756836,-41.06819618,nova redencao,BA
46810,-12.07343224,-41.09018804,utinga,BA
46880,-12.53076098,-40.30828112,itaberaba,BA
46830,-12.80579927,-41.33381531,andarai,BA
46880,-12.51047621,-40.31074173,itaberaba,BA
46830,-12.80465403,-41.33288304,andarai,BA
46875,-12.71238069,-39.69711631,itatim,BA
46810,-12.08433892,-41.09722886,utinga,BA
46835,-12.8181057,-41.07104775,nova redencao,BA
46835,-12.81704127,-41.06912265,nova redencao,BA
46805,-12.13649344,-40.35856536,macajuba,BA
46830,-12.80267073,-41.33347549,andarai,BA
46810,-12.08379792,-41.1003756,utinga,BA
46820,-11.96919788,-41.2649228,bonito,BA
46880,-12.54283178,-40.30498988,itaberaba,BA
46880,-12.51578329,-40.30459836,itaberaba,BA
46880,-12.53730241,-40.30726591,itaberaba,BA
46810,-12.07455604,-41.09192495,utinga,BA
46830,-12.80242886,-41.32670318,andarai,BA
46860,-12.76713772,-40.21198835,iacu,BA
46800,-12.28500994,-40.50077781,ruy barbosa,BA
46820,-11.96756549,-41.26795792,bonito,BA
46810,-12.08327179,-41.09852906,utinga,BA
46880,-12.52913117,-40.31514453,itaberaba,BA
46880,-12.53346156,-40.30149582,itaberaba,BA
46880,-12.5152568,-40.30774246,itaberaba,BA
46800,-12.28261024,-40.49120695,ruy barbosa,BA
46810,-12.08245548,-41.09403858,utinga,BA
46875,-12.7050427,-39.70071884,itatim,BA
46860,-12.77038968,-40.20934146,iacu,BA
46880,-12.5333191,-40.31515212,itaberaba,BA
46860,-12.76652929,-40.20856527,iacu,BA
46880,-12.532056,-40.30489508,itaberaba,BA
46880,-12.52328937,-40.31062543,itaberaba,BA
46880,-12.53532114,-40.30728257,itaberaba,BA
46833,-12.59372097,-41.01442317,ubiraita,BA
46875,-12.70605445,-39.7006255,itatim,BA
46800,-12.28261024,-40.49120695,ruy barbosa,BA
46810,-12.07132668,-41.08788811,utinga,BA
46880,-12.52400858,-40.30469866,itaberaba,BA
46880,-12.52625073,-40.30685747,itaberaba,BA
46880,-12.5324981,-40.29949932,itaberaba,BA
46835,-12.81934957,-41.07117998,nova redenÃ§Ã£o,BA
46805,-12.1374823,-40.36041757,macajuba,BA
46800,-12.2844538,-40.48785604,ruy barbosa,BA
46880,-12.532056,-40.30489508,itaberaba,BA
46880,-12.53475986,-40.31021701,itaberaba,BA
46880,-12.53328325,-40.30360254,itaberaba,BA
46800,-12.28571095,-40.49425163,ruy barbosa,BA
46800,-12.28435575,-40.49518719,ruy barbosa,BA
46820,-11.9676777,-41.2644326,bonito,BA
46875,-12.71271497,-39.69845947,itatim,BA
46880,-12.52905818,-40.31033066,itaberaba,BA
46830,-12.79860143,-41.33020197,andaraÃ­,BA
46880,-12.53590212,-40.29958837,itaberaba,BA
46800,-12.235224,-40.5984725,ruy barbosa,BA
46880,-12.53086738,-40.30832948,itaberaba,BA
46875,-12.71837111,-39.69815049,itatim,BA
46880,-12.516363,-40.30721325,itaberaba,BA
46830,-12.80267073,-41.33347549,andarai,BA
46820,-11.96607059,-41.26785838,bonito,BA
46800,-12.28610364,-40.50297223,ruy barbosa,BA
46860,-12.76686347,-40.20879897,iacu,BA
46880,-12.52974619,-40.30799669,itaberaba,BA
46810,-12.08143068,-41.0976322,utinga,BA
46865,-12.79991674,-40.35400462,joÃ£o amaro,BA
46880,-12.5293003,-40.29692284,itaberaba,BA
46880,-12.52698889,-40.30827483,itaberaba,BA
46810,-12.08754052,-41.10476494,utinga,BA
46880,-12.52686467,-40.31089438,itaberaba,BA
46880,-12.51404056,-40.30286114,itaberaba,BA
46860,-12.76520255,-40.21019997,iaÃ§u,BA
46835,-12.81555305,-41.07058685,nova redencao,BA
46860,-12.76826093,-40.20983379,iacu,BA
46810,-12.08936871,-41.10420141,utinga,BA
46810,-12.08036603,-41.09471565,utinga,BA
46860,-12.76842994,-40.22196578,iaÃ§u,BA
46880,-12.51683779,-40.30374424,itaberaba,BA
46850,-12.66337029,-40.60785723,boa vista do tupim,BA
46860,-12.7687921,-40.21203273,iacu,BA
46880,-12.53086738,-40.30832948,itaberaba,BA
46880,-12.52554708,-40.31021022,itaberaba,BA
46830,-12.80595289,-41.33369788,andarai,BA
46880,-12.51286682,-40.31043904,itaberaba,BA
46805,-12.13714605,-40.35834013,macajuba,BA
46875,-12.70812094,-39.69887529,itatim,BA
46835,-12.82263648,-41.06826153,nova redenÃ§Ã£o,BA
46810,-12.07554085,-41.09139103,utinga,BA
46860,-12.76815316,-40.22366327,iacu,BA
46880,-12.53997257,-40.29604778,itaberaba,BA
46880,-12.52234013,-40.30826821,itaberaba,BA
46880,-12.52411795,-40.30416157,itaberaba,BA
46880,-12.52814205,-40.299431,itaberaba,BA
46800,-12.28429697,-40.49383172,ruy barbosa,BA
46880,-12.53620734,-40.30556228,itaberaba,BA
46820,-11.9681643,-41.26714129,bonito,BA
46880,-12.52027844,-40.30786002,itaberaba,BA
46835,-12.8159841,-41.07183853,nova redencao,BA
46880,-12.532056,-40.30489508,itaberaba,BA
46860,-12.76671675,-40.21015623,iacu,BA
46880,-12.53211148,-40.29739902,itaberaba,BA
46810,-12.07511548,-41.092839,utinga,BA
46800,-12.28619651,-40.50040414,ruy barbosa,BA
46875,-12.7040131,-39.70077961,itatim,BA
46810,-12.07761722,-41.09266365,utinga,BA
46800,-12.28426046,-40.49190946,ruy barbosa,BA
46805,-12.13859748,-40.25445193,macajuba,BA
46860,-12.76815316,-40.22366327,iacu,BA
46830,-12.80008425,-41.32774455,andaraÃ­,BA
46835,-12.81915066,-41.06969778,nova redencao,BA
46830,-12.89636,-41.31849,andarai,BA
46880,-12.52467815,-40.29267895,itaberaba,BA
46875,-12.70457046,-39.69434053,itatim,BA
46820,-11.96898137,-41.26807765,bonito,BA
46875,-12.71063261,-39.69682797,itatim,BA
46830,-12.80280672,-41.33272817,andarai,BA
46825,-12.35483895,-40.90398557,lajedinho,BA
46880,-12.52776292,-40.30315226,itaberaba,BA
46880,-12.52587231,-40.31313979,itaberaba,BA
46835,-12.81519412,-41.07173721,nova redencao,BA
46840,-12.65068702,-40.9343094,ibiquera,BA
46835,-12.8187765,-41.0689575,nova redencao,BA
46880,-12.52886226,-40.31047199,itaberaba,BA
46800,-12.28487952,-40.49603414,ruy barbosa,BA
46800,-12.28988437,-40.49515768,ruy barbosa,BA
46830,-12.59264533,-41.01137672,andarai,BA
46880,-12.52411795,-40.30416157,itaberaba,BA
46805,-12.14105762,-40.36302297,macajuba,BA
46850,-12.65701155,-40.6078088,boa vista do tupim,BA
46880,-12.52877675,-40.30755647,itaberaba,BA
46875,-12.71164287,-39.69849323,itatim,BA
46810,-12.07892389,-41.09463689,utinga,BA
46880,-12.5189898,-40.28191501,itaberaba,BA
